date,product,region,amount,quantity
2023-12-12,Cooling Fan,North,1602.21,32
2023-10-03,Processor,East,1440.11,28
2023-03-03,Mouse,East,1643.54,45
2023-01-05,Power Supply,East,413.62,27
2023-06-01,Microphone,Central,1133.85,10
2024-02-09,Case,North,668.73,18
2024-05-02,External Drive,West,642.4,37
2024-08-08,USB Cable,South,558.17,7
2023-07-07,USB Cable,Central,910.31,11
2023-05-08,Graphics Card,Central,1603.31,35
2023-12-03,Motherboard,South,180.19,37
2023-08-25,Webcam,Central,1661.51,4
2024-11-26,Cooling Fan,Central,593.8,20
2023-12-30,Speaker,East,604.44,15
2023-05-15,External Drive,South,1867.85,39
2023-10-22,Webcam,East,206.69,45
2024-01-20,Laptop,East,1016.34,17
2023-07-24,USB Cable,South,119.66,43
2024-12-31,Cooling Fan,East,261.38,19
2024-09-08,SSD,South,1655.92,4
2023-04-03,Laptop,Central,236.67,39
2024-11-20,Monitor,West,314.04,5
2024-08-27,Case,East,1267.09,17
2024-08-22,USB Cable,West,123.05,29
2023-10-21,Desk,Central,1444.01,10
2023-01-07,Desk,North,865.86,26
2024-01-22,Speaker,Central,1217.23,4
2024-07-16,Chair,West,608.45,48
2024-03-15,Motherboard,North,545.63,28
2023-09-05,Case,West,822.76,38
2023-09-13,External Drive,East,1789.21,34
2024-07-30,Case,North,550.69,35
2023-07-04,Headphones,Central,1177.14,22
2023-12-29,Speaker,North,908.99,4
2024-10-20,Keyboard,West,289.18,31
2023-02-13,Power Supply,South,1184.79,32
2024-12-04,Microphone,South,1355.45,34
2023-02-03,USB Cable,East,1025.45,15
2024-01-24,Chair,East,1511.68,28
2023-04-04,Headphones,Central,1845.19,41
2024-07-29,Chair,Central,1373.82,50
2023-01-08,Processor,East,1875.94,27
2024-09-26,Chair,East,349.92,12
2023-07-05,Chair,North,1759.67,36
2023-06-27,USB Cable,North,1170.9,17
2024-11-07,Mouse,North,1290.73,37
2023-01-18,Case,West,1825.21,6
2024-10-13,Headphones,South,857.26,2
2023-08-25,Processor,Central,1318.58,33
2023-04-22,Microphone,South,535.77,7
2024-05-28,Case,West,438.82,43
2024-07-28,Mouse,West,370.86,38
2024-01-13,RAM,South,698.48,50
2023-05-23,Keyboard,North,947.45,43
2024-06-28,RAM,East,1967.91,3
2024-07-29,Case,North,1536.44,42
2023-12-26,Chair,West,1101.87,41
2023-05-17,Cooling Fan,West,536.73,41
2023-01-01,RAM,Central,508.79,41
2023-10-06,Laptop,East,1140.02,30
2023-11-05,External Drive,South,1010.72,19
2023-05-25,Laptop,North,1259.04,22
2023-12-21,Laptop,North,496.74,30
2023-10-09,RAM,South,1240.34,9
2024-03-10,Laptop,South,192.44,21
2024-12-02,Keyboard,South,1677.49,17
2023-06-04,Keyboard,Central,1852.57,16
2023-09-27,Monitor,West,891.19,18
2024-04-09,Power Supply,North,701.24,5
2024-12-14,Desk,Central,1644.55,39
2023-06-26,Microphone,West,1363.52,21
2024-09-23,Laptop,East,807.28,11
2024-07-26,External Drive,Central,748.47,48
2024-02-17,Microphone,South,492.6,22
2023-07-25,Cooling Fan,South,1984.68,4
2024-12-01,Microphone,North,1676.78,34
2024-01-06,RAM,South,661.13,5
2023-04-15,Mouse,Central,123.55,7
2024-07-22,Case,South,14.62,11
2024-06-26,RAM,North,296.91,7
2023-01-19,Cooling Fan,Central,1226.04,47
2024-02-28,Chair,West,828.84,33
2024-04-19,Power Supply,South,1772.49,37
2024-04-09,Processor,West,786.8,15
2023-10-18,Webcam,East,257.05,8
2024-08-25,Processor,Central,1715.92,45
2023-11-15,Mouse,North,1242.97,2
2024-08-26,Case,West,1496.51,43
2023-08-10,Desk,Central,659.08,11
2024-06-21,RAM,South,78.63,47
2024-02-01,Headphones,South,286.5,33
2023-09-14,USB Cable,South,998.0,12
2024-05-18,Desk,East,232.73,18
2024-09-05,Keyboard,Central,125.19,49
2024-09-27,Case,South,1403.9,42
2023-09-05,Desk,South,1779.97,11
2023-12-05,Case,Central,1059.0,47
2023-12-23,Microphone,West,442.55,34
2024-07-22,External Drive,South,1047.29,21
2024-09-05,Headphones,North,1135.25,13
2024-08-02,Speaker,North,456.83,2
2023-12-18,Motherboard,East,53.65,31
2023-12-15,External Drive,North,768.79,5
2023-01-26,Mouse,Central,233.14,43
2023-10-11,Keyboard,East,1883.56,47
2024-01-22,Desk,South,1096.23,2
2023-07-09,Keyboard,North,387.01,29
2023-08-31,Motherboard,East,896.44,39
2024-11-04,USB Cable,South,672.04,16
2024-07-26,RAM,South,596.6,17
2024-11-04,RAM,Central,524.75,44
2024-05-07,Motherboard,North,627.74,33
2024-02-29,Graphics Card,West,368.35,50
2024-09-20,Motherboard,East,474.12,36
2023-07-15,Chair,North,1109.06,14
2024-02-27,Motherboard,South,1746.02,15
2024-04-27,Webcam,West,580.95,31
2024-08-13,Keyboard,West,871.55,31
2024-05-25,USB Cable,South,1026.73,43
2024-11-03,Cooling Fan,North,1413.35,11
2023-08-22,Power Supply,Central,766.43,15
2024-06-23,Mouse,North,1489.83,43
2024-02-09,Laptop,North,1511.18,3
2024-09-08,External Drive,West,1508.77,49
2024-04-06,Mouse,North,615.64,40
2023-11-09,Case,Central,652.74,49
2024-09-14,Mouse,East,1710.27,31
2023-04-09,Processor,North,472.62,42
2023-12-13,Processor,West,262.68,32
2023-08-04,SSD,West,1092.19,3
2023-02-23,Case,South,937.19,9
2023-02-26,Speaker,East,1416.9,48
2024-04-18,Processor,East,1500.15,34
2023-11-20,RAM,North,1933.17,1
2023-07-28,Graphics Card,North,383.0,10
2024-11-03,SSD,East,1834.25,38
2024-05-16,Speaker,Central,1956.67,44
2024-05-29,Webcam,South,475.25,38
2023-05-08,External Drive,East,1388.47,49
2023-09-20,SSD,East,1406.9,6
2024-05-14,Monitor,Central,1211.01,2
2024-03-26,Chair,South,1387.64,6
2024-10-12,Monitor,Central,1398.12,20
2023-10-05,Case,South,140.3,30
2024-07-12,External Drive,West,774.98,8
2023-12-10,Mouse,West,175.9,13
2023-10-31,Microphone,South,334.72,33
2024-02-25,Case,South,993.89,31
2024-03-06,Motherboard,Central,1005.42,10
2023-06-23,Monitor,Central,239.65,42
2023-08-07,Microphone,Central,719.12,7
2023-12-25,Graphics Card,West,1401.08,39
2024-08-25,Speaker,West,1118.89,33
2024-05-06,Webcam,North,1764.2,40
2023-03-23,Motherboard,South,1835.11,21
2024-10-14,Motherboard,East,1888.12,20
2024-03-31,RAM,North,303.28,18
2023-03-26,Laptop,North,1119.31,9
2023-05-01,Processor,Central,1728.63,13
2024-07-30,RAM,Central,1407.64,28
2023-06-08,USB Cable,West,1159.3,23
2024-01-23,Monitor,West,31.7,20
2024-12-05,Keyboard,South,1593.1,45
2024-07-03,Cooling Fan,East,1984.22,3
2023-06-18,Chair,Central,1740.85,48
2024-02-15,SSD,South,1271.54,44
2023-08-23,Keyboard,Central,654.71,6
2024-06-29,Desk,South,666.94,40
2024-01-08,External Drive,West,877.31,32
2024-09-06,Case,West,30.29,43
2024-10-26,RAM,West,1477.21,5
2023-08-21,Webcam,East,1542.16,47
2023-09-14,Webcam,Central,537.45,27
2023-12-20,Headphones,West,1571.08,24
2024-06-19,External Drive,North,1763.67,49
2023-06-07,Power Supply,North,985.71,48
2023-04-27,Motherboard,South,1950.77,41
2023-07-17,Monitor,Central,1925.45,50
2024-12-27,Case,Central,202.57,40
2023-05-17,Microphone,West,1582.56,49
2024-12-12,Speaker,Central,1477.84,18
2023-02-09,Cooling Fan,East,823.72,12
2023-12-19,Microphone,West,38.45,9
2023-02-06,Monitor,North,702.42,30
2023-07-22,Motherboard,South,1928.81,19
2024-03-01,Speaker,Central,1197.49,40
2023-04-25,Processor,Central,1183.55,16
2024-06-04,SSD,West,183.5,50
2024-08-28,Keyboard,South,607.13,4
2024-10-29,Laptop,Central,1607.34,42
2024-11-24,Monitor,South,117.72,14
2024-08-17,Case,Central,1566.21,32
2024-09-06,Mouse,West,1661.81,30
2023-03-17,Laptop,North,1695.35,12
2023-01-03,Desk,East,1440.73,24
2024-11-01,Processor,North,657.05,12
2024-07-14,Monitor,East,653.89,29
2024-12-09,Desk,West,1406.59,50
2024-12-29,USB Cable,Central,571.38,10
2024-02-22,Motherboard,South,65.37,2
2023-03-17,RAM,North,1453.04,42
2024-05-17,Speaker,North,1404.27,16
2023-05-12,Keyboard,Central,438.34,29
2024-05-01,External Drive,North,1792.45,44
2024-07-22,Desk,North,1127.94,20
2024-11-30,USB Cable,North,507.31,19
2024-01-23,Speaker,North,1522.57,47
2023-08-07,Laptop,South,1492.48,30
2024-10-01,Speaker,East,542.15,19
2023-08-31,USB Cable,East,720.06,34
2024-05-13,Chair,East,439.07,23
2024-11-02,SSD,South,1151.76,13
2023-12-10,Motherboard,East,205.94,9
2024-02-20,Processor,South,602.77,43
2023-12-16,Graphics Card,South,1873.58,19
2024-06-27,Microphone,South,1830.98,2
2023-06-03,RAM,South,804.85,48
2024-07-10,Mouse,North,1070.02,41
2024-09-05,Chair,West,53.98,3
2023-11-11,Desk,South,1597.16,2
2023-02-22,USB Cable,South,465.25,14
2024-07-27,External Drive,South,30.15,45
2023-10-27,Processor,North,1352.45,10
2024-10-18,Case,East,543.85,26
2024-05-22,Keyboard,Central,1378.5,42
2023-08-25,Motherboard,South,154.43,30
2024-06-05,Headphones,North,1503.96,5
2023-09-30,Power Supply,North,861.81,9
2024-08-19,Chair,East,155.29,7
2024-01-02,Headphones,Central,1126.23,3
2023-09-11,External Drive,South,657.32,26
2023-12-09,Processor,East,924.77,16
2023-11-27,Processor,Central,1329.54,36
2023-07-21,SSD,East,126.84,34
2023-09-28,Speaker,West,780.29,40
2023-11-23,Monitor,North,1684.95,12
2024-12-19,Processor,Central,1369.35,14
2023-08-07,SSD,South,1460.41,5
2024-10-08,Headphones,North,1266.95,16
2024-09-19,Power Supply,Central,604.04,30
2024-09-10,Power Supply,South,961.02,28
2024-02-11,External Drive,West,1777.38,31
2023-07-29,Graphics Card,Central,1133.55,13
2023-07-25,Graphics Card,North,677.5,34
2023-11-11,Keyboard,North,1765.12,42
2023-02-07,Graphics Card,East,1404.19,47
2023-01-07,Keyboard,Central,1211.23,42
2023-10-30,Mouse,South,1090.53,26
2024-12-01,Speaker,Central,1737.45,31
2023-12-27,Microphone,Central,1468.54,10
2024-05-07,Chair,North,1154.23,22
2023-12-19,Headphones,South,1366.93,24
2024-08-12,Motherboard,West,1139.83,26
2024-06-23,Power Supply,Central,268.35,5
2024-05-01,Desk,South,352.34,40
2023-04-24,RAM,East,621.8,36
2023-06-15,Microphone,Central,1185.83,8
2024-05-31,External Drive,North,1270.0,41
2024-11-28,Cooling Fan,West,1361.25,25
2023-05-06,Graphics Card,South,1459.8,40
2024-12-01,SSD,North,786.05,37
2023-07-24,Microphone,East,1222.61,12
2023-12-20,Graphics Card,North,1220.64,5
2023-09-18,SSD,East,70.82,7
2024-05-26,Headphones,North,1541.27,9
2023-08-23,Processor,West,530.83,4
2023-09-26,Speaker,East,199.41,45
2024-10-28,Chair,Central,396.31,3
2023-08-25,Case,East,1425.95,31
2023-09-17,Monitor,Central,1198.79,21
2024-01-28,USB Cable,East,1367.5,43
2024-01-08,Mouse,East,1350.27,43
2024-08-23,RAM,South,532.63,43
2024-07-15,Keyboard,East,745.52,9
2023-10-04,Headphones,East,527.42,41
2024-03-26,Monitor,North,1310.61,44
2024-08-04,Case,East,1376.33,32
2023-08-09,Cooling Fan,North,1275.27,21
2023-03-16,Desk,South,1696.27,30
2024-10-21,Keyboard,Central,868.86,24
2024-03-17,Keyboard,North,1399.73,19
2023-04-12,Processor,South,1073.66,36
2024-10-07,USB Cable,West,1012.03,30
2023-04-09,Laptop,North,770.78,23
2024-03-10,Laptop,North,961.1,21
2024-03-05,Monitor,West,1358.76,5
2023-06-12,Cooling Fan,East,69.9,26
2023-03-16,External Drive,West,717.88,11
2024-10-07,External Drive,Central,727.33,43
2023-09-09,Motherboard,Central,454.94,14
2023-01-13,Monitor,South,1078.95,38
2023-05-18,Mouse,Central,717.24,31
2023-01-18,Webcam,Central,383.52,21
2023-12-31,Keyboard,North,1952.82,40
2024-07-17,RAM,West,583.45,45
2023-10-24,RAM,East,69.43,9
2024-01-11,Motherboard,West,97.04,25
2023-09-06,USB Cable,Central,1897.19,48
2024-12-21,Graphics Card,South,914.59,16
2023-04-05,Desk,North,1772.59,34
2023-04-15,Mouse,North,500.36,18
2023-01-21,Processor,North,1829.57,50
2023-06-03,Cooling Fan,West,1101.4,35
2023-02-13,RAM,West,1906.08,46
2023-04-17,Power Supply,Central,559.94,16
2024-12-23,Graphics Card,Central,958.75,41
2023-08-19,Keyboard,North,511.69,35
2023-02-22,Laptop,East,280.72,50
2023-07-10,Case,East,735.54,16
2024-02-06,Webcam,East,1382.65,27
2024-08-04,Graphics Card,North,949.85,17
2023-02-01,External Drive,West,1435.14,35
2023-11-22,Webcam,South,1545.63,16
2024-06-17,Monitor,South,320.21,10
2024-04-30,Monitor,South,1355.67,34
2023-10-23,Laptop,Central,363.36,42
2023-11-09,External Drive,West,1544.6,1
2024-05-23,RAM,Central,416.18,48
2023-01-12,Graphics Card,East,1426.53,42
2023-04-19,Webcam,South,844.6,40
2023-12-08,Power Supply,West,1982.86,40
2023-06-13,Chair,Central,1223.37,33
2023-09-12,Laptop,North,1253.89,6
2023-10-07,Graphics Card,East,658.65,9
2023-12-25,Webcam,North,779.72,8
2023-04-26,SSD,East,600.26,33
2023-03-28,Keyboard,South,204.9,40
2023-04-28,Headphones,East,647.69,24
2023-06-26,Microphone,West,1168.49,17
2023-12-23,USB Cable,Central,1668.75,33
2023-05-12,Speaker,Central,1543.92,47
2024-08-01,Desk,East,1381.52,45
2024-07-11,Case,West,1556.23,43
2024-01-31,Cooling Fan,Central,669.17,18
2024-08-17,Processor,East,1086.75,11
2024-05-04,Microphone,South,756.34,6
2024-08-29,Microphone,West,1473.81,48
2023-01-22,Monitor,South,464.85,20
2024-07-16,Case,North,1699.23,40
2024-12-30,External Drive,Central,1481.88,4
2024-11-20,Headphones,North,276.56,33
2023-09-01,Processor,East,1278.28,19
2023-09-09,Cooling Fan,East,1287.35,29
2024-11-17,Processor,West,1553.9,18
2024-09-22,Case,East,1187.78,49
2024-12-01,Microphone,Central,476.56,39
2023-12-05,Desk,East,791.16,8
2023-05-15,Microphone,North,1763.12,8
2023-10-01,Microphone,West,1866.92,48
2024-06-10,Keyboard,West,864.19,19
2024-07-08,SSD,Central,1540.45,15
2024-12-16,SSD,South,1679.87,37
2023-07-08,Chair,Central,1363.77,23
2024-04-14,USB Cable,North,1146.65,1
2023-01-19,Speaker,North,677.45,32
2024-04-22,Motherboard,North,890.38,24
2024-02-05,Power Supply,West,1158.31,17
2023-07-18,USB Cable,North,1255.64,13
2023-06-05,Laptop,West,1305.88,5
2023-04-01,USB Cable,North,477.87,27
2023-11-22,Speaker,South,1308.57,46
2024-10-05,Cooling Fan,South,51.01,40
2024-08-03,RAM,North,1499.22,45
2023-08-03,Processor,Central,82.84,44
2024-07-05,Graphics Card,West,1998.57,8
2023-10-13,Keyboard,East,1330.59,1
2023-03-12,Processor,West,1869.09,15
2023-10-08,Mouse,North,1159.51,9
2024-07-31,Power Supply,East,173.88,44
2024-06-26,Desk,North,1972.04,38
2024-07-30,Laptop,East,1259.05,3
2024-10-21,Headphones,North,1866.11,3
2023-12-17,Mouse,Central,710.07,48
2023-06-20,External Drive,West,1393.03,50
2023-09-17,Speaker,South,289.09,9
2024-02-08,Monitor,North,941.63,2
2023-11-30,Mouse,South,1820.52,48
2023-09-14,Laptop,West,1126.92,8
2023-06-27,USB Cable,East,605.5,1
2024-09-23,Mouse,West,444.92,4
2023-07-10,Speaker,West,1540.28,26
2024-01-12,Processor,South,1018.56,18
2023-03-14,Motherboard,Central,1007.55,27
2023-07-11,Power Supply,Central,1168.71,6
2023-07-12,SSD,South,806.02,45
2024-08-19,Webcam,South,1685.11,2
2024-03-03,Chair,Central,23.58,47
2024-10-18,Power Supply,Central,1160.9,1
2023-04-19,Desk,Central,1555.45,35
2024-02-11,RAM,Central,157.79,29
2024-12-13,Speaker,North,572.71,43
2023-12-20,Monitor,Central,1655.99,46
2024-11-26,Keyboard,Central,1272.82,46
2024-12-08,Monitor,North,425.82,19
2023-10-26,Motherboard,North,365.49,23
2023-07-13,Laptop,West,827.33,36
2023-08-17,Chair,Central,545.39,26
2024-10-13,Monitor,West,1805.11,17
2024-02-18,RAM,West,784.61,5
2023-08-05,External Drive,West,1653.88,34
2023-03-13,Mouse,Central,1082.1,28
2023-10-31,Keyboard,North,905.66,42
2023-10-07,Webcam,East,947.85,26
2023-10-25,Mouse,East,1207.78,30
2024-05-27,External Drive,North,353.78,13
2024-02-18,Cooling Fan,Central,130.41,45
2024-02-05,Motherboard,South,447.26,40
2024-10-18,Mouse,North,268.32,49
2024-10-06,Headphones,South,1529.93,28
2023-12-24,USB Cable,North,446.54,36
2024-03-26,Case,South,1045.25,45
2023-08-26,Keyboard,Central,477.64,33
2023-05-24,USB Cable,East,1187.1,25
2024-07-27,Laptop,West,318.11,20
2024-08-10,Desk,South,1382.57,27
2024-08-07,Microphone,North,1287.74,46
2024-01-14,External Drive,Central,1242.16,7
2023-08-14,Motherboard,North,1640.45,33
2023-12-15,Microphone,South,178.27,13
2023-01-09,Mouse,Central,783.89,39
2024-11-03,Cooling Fan,Central,1485.14,49
2024-04-11,Desk,West,240.88,11
2023-09-28,Laptop,Central,505.6,48
2023-02-10,External Drive,Central,1091.7,13
2024-06-17,Speaker,South,498.56,9
2023-09-10,Microphone,South,1155.92,31
2023-09-27,Power Supply,North,493.96,35
2023-08-06,Chair,North,277.84,20
2023-02-09,Microphone,East,1477.15,30
2024-11-18,Headphones,Central,1482.18,45
2023-10-03,Graphics Card,Central,1995.07,49
2023-06-15,Headphones,North,219.38,8
2023-03-08,Keyboard,West,1824.52,22
2023-02-18,Keyboard,South,950.64,36
2024-02-01,Case,West,65.56,18
2023-01-24,Power Supply,South,733.11,12
2023-12-18,Mouse,North,940.7,8
2024-10-02,Motherboard,West,185.87,41
2024-08-31,Monitor,West,1785.19,17
2024-01-05,Headphones,Central,1592.0,14
2023-04-26,Processor,North,1757.07,1
2023-02-18,SSD,North,1460.17,17
2024-11-12,Case,North,1034.11,26
2023-07-21,External Drive,Central,1696.66,44
2023-06-27,Cooling Fan,West,721.53,29
2023-05-07,Processor,North,508.41,48
2023-06-12,Keyboard,East,1017.69,7
2023-06-01,Laptop,East,1048.09,7
2024-03-19,Motherboard,Central,917.92,14
2024-02-11,Chair,South,459.21,11
2024-03-17,Desk,West,549.26,24
2023-07-06,Power Supply,East,166.75,15
2023-11-09,Speaker,South,1435.05,43
2023-05-02,Speaker,West,1524.8,29
2023-08-31,Microphone,East,1042.02,24
2024-11-06,Microphone,West,1662.44,12
2024-10-28,USB Cable,West,888.94,50
2023-01-03,Case,East,700.89,31
2024-07-20,Mouse,South,783.99,8
2024-08-26,RAM,North,1633.08,16
2024-11-10,RAM,North,1558.8,49
2024-03-07,Desk,Central,1385.51,17
2023-05-20,Desk,West,760.31,10
2024-03-14,Processor,North,833.81,11
2023-03-26,Speaker,North,935.16,38
2024-10-03,Case,South,866.24,13
2023-06-22,Keyboard,South,209.54,28
2024-01-22,Chair,North,1333.56,28
2023-07-10,Laptop,West,754.5,11
2024-12-11,Speaker,South,334.68,10
2023-04-11,RAM,West,1089.87,23
2024-03-31,Power Supply,Central,255.7,46
2024-05-11,Mouse,North,1306.31,30
2023-06-03,Desk,Central,95.54,14
2023-07-12,Case,West,1832.92,2
2024-05-03,External Drive,West,1397.76,3
2023-03-05,Graphics Card,South,308.93,11
2024-09-27,Power Supply,East,1291.03,21
2024-11-22,Desk,Central,1370.34,13
2023-04-10,Processor,East,1243.4,14
2023-03-16,Desk,West,911.59,44
2023-05-26,RAM,North,1136.07,38
2024-01-13,SSD,South,1698.26,43
2024-07-02,Chair,North,409.45,12
2024-05-15,SSD,West,1385.33,37
2024-03-04,Headphones,South,1850.55,18
2024-12-12,External Drive,South,50.58,46
2024-07-07,Headphones,Central,94.46,37
2024-02-07,Case,West,701.13,21
2024-04-16,Cooling Fan,South,1808.53,35
2023-07-08,Graphics Card,East,933.04,18
2024-09-24,Microphone,West,263.5,45
2023-01-15,Graphics Card,East,1879.24,1
2023-10-10,Webcam,North,804.28,19
2023-01-09,Chair,East,1007.76,25
2023-07-16,Mouse,South,1312.22,27
2023-10-30,Graphics Card,East,1558.97,48
2024-07-06,Chair,East,884.52,22
2023-09-03,Speaker,East,1345.89,5
2023-04-19,Processor,South,377.76,50
2023-03-19,External Drive,South,1290.97,5
2023-03-10,Power Supply,North,1866.5,40
2024-04-01,Headphones,North,956.72,8
2023-10-08,SSD,Central,133.12,35
2023-12-07,Monitor,North,1398.36,5
2024-09-18,Motherboard,West,603.82,11
2023-09-14,USB Cable,South,285.05,6
2024-06-13,RAM,North,1496.78,1
2024-05-03,Monitor,North,452.03,16
2023-04-08,Cooling Fan,North,311.36,34
2024-05-17,Mouse,South,1318.75,24
2023-11-01,Motherboard,South,1390.09,50
2024-06-16,Cooling Fan,South,79.38,19
2024-10-17,USB Cable,Central,1337.77,5
2023-12-22,External Drive,South,1210.05,39
2023-02-27,Desk,West,1003.73,42
2023-01-15,SSD,East,1650.76,37
2024-11-20,RAM,South,1277.71,11
2023-11-06,Power Supply,East,387.04,26
2024-01-11,External Drive,East,1137.78,1
2024-10-16,Microphone,East,253.96,22
2023-07-16,Keyboard,Central,1107.43,49
2024-10-23,Speaker,South,1952.87,41
2023-06-03,Speaker,West,272.08,27
2023-01-23,Laptop,South,1843.62,26
2023-01-10,Laptop,North,683.96,5
2024-06-06,Microphone,South,1759.07,32
2024-02-06,Chair,Central,1825.68,43
2024-02-11,Case,West,1802.27,40
2023-06-28,Power Supply,South,1810.43,46
2023-11-07,SSD,Central,1701.62,16
2023-06-08,Speaker,South,733.16,44
2023-08-14,Headphones,East,499.48,44
2024-01-23,Webcam,North,999.91,28
2024-07-30,External Drive,Central,1443.21,44
2024-04-29,Processor,North,1997.69,33
2023-12-13,Desk,West,667.65,15
2023-02-28,External Drive,North,75.21,29
2024-06-15,Monitor,North,367.35,25
2023-11-15,Processor,West,1414.75,47
2023-07-28,External Drive,South,1877.28,22
2024-02-12,Processor,North,1904.61,32
2023-07-23,USB Cable,Central,1000.94,10
2024-12-13,External Drive,North,192.83,7
2023-06-09,External Drive,South,809.82,8
2024-02-11,Speaker,East,341.93,39
2023-06-04,Motherboard,West,1726.65,21
2024-05-02,Processor,Central,231.85,2
2024-07-30,Headphones,West,188.17,5
2023-05-21,Desk,South,1585.44,24
2023-12-29,Mouse,East,375.44,45
2024-09-07,Motherboard,South,1790.88,37
2023-03-02,External Drive,Central,583.41,12
2023-02-18,Graphics Card,Central,344.9,18
2023-08-13,Graphics Card,North,1397.84,10
2024-09-19,Keyboard,East,125.81,36
2024-12-06,Chair,South,1622.47,34
2023-11-03,Processor,North,270.17,28
2023-02-12,Mouse,Central,82.24,41
2023-10-29,Desk,South,653.51,44
2024-10-31,Webcam,North,945.29,19
2023-03-09,Headphones,West,29.46,30
2024-03-21,Motherboard,Central,1182.57,23
2023-08-06,RAM,East,1691.53,1
2023-07-26,Microphone,West,1484.45,33
2024-01-04,External Drive,West,530.11,30
2023-08-09,Desk,West,259.6,46
2023-07-21,External Drive,West,1969.78,13
2024-08-26,Keyboard,East,1381.13,2
2023-03-04,Keyboard,North,455.18,14
2024-07-16,Case,East,17.15,2
2024-01-20,Desk,Central,368.19,10
2024-05-15,Graphics Card,South,1901.01,1
2023-10-07,Webcam,West,1222.77,13
2024-05-08,Webcam,North,1826.78,4
2023-01-19,Power Supply,East,1003.18,46
2024-07-26,USB Cable,Central,1076.57,32
2024-10-10,SSD,West,140.57,21
2023-07-13,Laptop,North,1923.89,9
2023-12-15,Motherboard,East,404.55,17
2023-11-28,SSD,West,1515.54,50
2024-09-09,Desk,East,1814.48,4
2023-09-30,Case,West,864.3,42
2024-10-15,Monitor,North,1860.49,26
2024-11-12,Graphics Card,West,1647.36,4
2024-10-20,Graphics Card,West,181.07,50
2024-12-08,Monitor,North,69.66,15
2023-09-03,Speaker,East,163.29,11
2023-04-27,Case,North,1497.14,1
2024-02-21,Monitor,East,1565.2,1
2023-08-21,SSD,South,736.42,28
2023-10-10,Graphics Card,East,386.01,47
2023-10-11,Keyboard,South,1418.62,47
2024-02-19,Monitor,South,1331.33,15
2024-12-04,Graphics Card,South,342.2,30
2024-03-15,Case,West,1138.1,18
2024-03-31,Speaker,North,1814.56,25
2024-03-12,Power Supply,North,1481.83,50
2023-05-13,Graphics Card,South,989.34,37
2024-08-25,Headphones,Central,1021.05,34
2023-10-14,SSD,East,897.21,18
2023-07-15,Case,North,1480.2,18
2023-11-29,Desk,West,1199.62,8
2024-02-05,RAM,West,1500.47,15
2023-10-13,Power Supply,Central,588.85,16
2023-07-17,Mouse,West,983.46,35
2023-03-27,Graphics Card,Central,986.49,23
2024-04-10,Graphics Card,East,840.02,22
2023-08-15,Microphone,Central,955.12,1
2024-06-23,Keyboard,South,776.68,13
2024-03-30,Cooling Fan,West,815.0,7
2024-10-25,USB Cable,East,44.92,17
2023-03-19,Power Supply,Central,1841.18,4
2024-12-09,Case,East,1849.42,38
2023-11-11,Graphics Card,South,1471.82,2
2023-11-07,External Drive,Central,1340.2,15
2024-11-13,Power Supply,Central,1176.28,32
2023-12-18,Headphones,East,266.13,23
2024-08-19,Microphone,Central,795.88,47
2023-03-17,Headphones,South,544.29,43
2023-09-20,Motherboard,East,1203.76,48
2023-07-24,Headphones,North,295.91,32
2023-02-09,Case,East,1697.27,5
2024-05-16,RAM,West,325.16,38
2023-02-20,Power Supply,West,1330.63,19
2024-02-23,External Drive,East,805.1,30
2024-01-30,Desk,Central,692.3,41
2024-10-11,Motherboard,West,177.59,5
2023-05-27,Speaker,East,1046.92,14
2024-01-01,External Drive,North,695.57,25
2023-07-28,Webcam,East,1142.13,8
2023-05-05,Motherboard,West,536.79,35
2023-07-09,Headphones,Central,1049.49,38
2024-03-29,Microphone,West,1144.85,27
2023-11-10,Motherboard,North,1244.21,50
2024-06-13,Power Supply,South,1057.18,31
2024-08-30,Desk,South,696.13,7
2023-10-20,Processor,Central,118.58,14
2024-02-03,Microphone,East,328.3,2
2024-11-13,Webcam,East,220.88,40
2024-04-08,Motherboard,South,1531.51,21
2024-05-08,Mouse,South,1667.63,14
2023-11-03,USB Cable,North,1036.36,38
2023-03-14,Cooling Fan,East,1597.62,48
2024-09-06,External Drive,South,728.71,9
2024-01-30,Chair,East,717.48,18
2024-10-21,Monitor,South,1202.42,29
2023-06-01,RAM,South,160.34,7
2024-01-04,External Drive,South,107.51,21
2024-03-29,Webcam,North,580.64,2
2024-11-26,Cooling Fan,West,275.63,5
2024-07-29,Chair,Central,1805.14,29
2023-08-29,Webcam,Central,658.44,37
2024-11-14,SSD,West,484.16,18
2024-08-23,Keyboard,Central,1252.91,17
2023-12-02,Processor,South,1279.66,7
2024-09-24,Monitor,East,1825.93,18
2023-09-14,Case,South,1922.18,6
2023-04-07,Keyboard,West,885.15,17
2024-02-27,Processor,Central,444.21,11
2023-08-23,Keyboard,Central,1528.63,46
2023-08-23,Speaker,West,81.23,42
2024-02-16,Laptop,Central,645.73,40
2024-05-31,Keyboard,South,127.59,31
2023-09-08,Power Supply,West,1232.92,3
2023-01-24,RAM,South,692.76,48
2023-11-09,Microphone,East,393.18,2
2023-01-28,Laptop,North,326.2,10
2023-02-14,Speaker,North,142.32,40
2024-10-26,Webcam,Central,892.12,24
2024-07-22,SSD,Central,1949.04,8
2024-12-26,Keyboard,Central,470.23,13
2024-08-12,Motherboard,West,528.51,8
